# chữ Hán → âm Hán-Việt ('|' ngăn cách nếu đa âm, âm đầu = mặc định).
# Nguồn: github.com/ph0ngp/hanviet-pinyin-words (MIT) + Unihan kTraditionalVariant
# (giản thể hợp nhất cả âm của dạng phồn thể). Sinh bởi build_hv3.py 2026-07.
⻏	ấp
貓	miêu
貔	tỳ
貘	mạc
貙	sơ
貛	hoan
貜	cước
貝	bối
貞	trinh
貟	viên
負	phụ
財	tài
貢	cống
貤	di
貧	bần
貨	hoá
販	phiến
貪	tham
貫	quán
責	trách
貯	trữ
貰	thế
貲	tư
貳	nhị
貴	quý
貶	biếm
買	mãi
貸	thải
貺	huống
費	phí
貼	thiếp
貽	di
貿	mậu
賀	hạ
賁	bôn|bí
賂	lộ
賃	lẫm|nhẫm
賄	hối
賅	cai
資	tư
賈	giả|cổ
賉	tuất
賊	tặc
賑	chẩn
賒	xa
賓	tân
賕	cầu
賙	chu
賚	lại
賛	tán
賜	tứ
賝	sâm
賞	thưởng
賠	bồi
賡	canh
賢	hiền
賣	mại
賤	tiện
賥	tuý
賦	phú
賧	đàm
賨	tung
質	chất
賫	tê
賬	trướng
賭	đổ
賮	tẫn
賴	lại
賵	phúng
賷	tê
賸	thặng
賺	trám
賻	phụ
購	cấu
賽	tái
賾	trách
贄	chí
贅	chuế
贇	uân
贈	tặng
贉	đảm
贊	tán
贋	nhạn
贍	thiệm
贏	doanh
贐	tẫn
贑	cám
贓	tang
贔	bí
贕	độc
贖	chuộc
贗	nhạn
贛	cám
贜	tang
贝	bối
贞	trinh
负	phụ
贠	viên
贡	cống
财	tài
责	trách
贤	hiền
败	bại
账	trướng
货	hoá
质	chất
贩	phiến
贪	tham
贫	bần
贬	biếm
购	cấu
贮	trữ
贯	quán
贰	nhị
贱	tiện
贲	bôn|bí
贳	thế
贴	thiếp
贵	quý
贶	huống
贷	thải
贸	mậu
费	phí
贺	hạ
贻	di
贼	tặc
贽	chí
贾	giả|cổ
贿	hối
赀	tư
赁	lẫm|nhẫm
赂	lộ
赃	tang
资	tư
赅	cai
赆	tẫn
赇	cầu
赈	chẩn
赉	lại
赊	xa
赋	phú
赌	đổ
赍	tê
赎	chuộc
赏	thưởng
赐	tứ
赑	bí
赒	chu
赓	canh
赔	bồi
赕	đàm
赖	lại
赗	phúng
赘	chuế
赙	phụ
赚	trám
赛	tái
赜	trách
赝	nhạn
赞	tán
赟	uân
赠	tặng
赡	thiệm
赢	doanh
赣	cám
赤	xích
赦	xá
赧	noản
赩	hách
赪	trinh
赫	hách
赬	trinh
赭	giả
赯	đường
走	tẩu
赱	tẩu
赳	củ
赴	phó
赵	triệu
赶	cản
起	khởi
赸	sán
趁	sấn
趂	sấn
趄	thư|thiết
超	siêu
越	việt
趋	xu
趑	tư
趒	điêu
趔	liệt
趕	cản
趙	triệu
趟	thảng
趡	thuỷ
趣	thú
趦	tư
趨	xu
趫	kiều
趮	táo
趯	địch|dược
趱	toản
趲	toản
足	tú|túc
趴	bát
趵	báo
趸	độn
趹	quyết
趺	phu
趼	kiển
趾	chỉ
趿	táp
跁	bả
跂	kịch|kỳ|khí|chi
跃	dược
跄	thương
跅	thác
跆	đài
跋	bạt
跌	trượt|điệt
跎	đà
跏	già
跐	thử
跑	bào
跕	điệt
跖	chích
跗	phu
跚	san
跛	bả
距	cự
跞	lịch
跟	cân
跡	tích
跣	tiển
跤	giao
跥	đoạ
跦	trù
跧	thuyên
跨	khoá
跪	quỵ
跫	cung
跬	khuể
跮	sí
路	lộ
跱	trĩ
跲	vấp
跳	khiêu
跴	thải
践	tiễn
跶	đáp
跷	khiêu
跸	tất
跹	tiên
跺	đoá
跻	tê
跼	cục
跽	kỵ
踁	hĩnh
踅	thệ|tuyệt
踆	thuân
踈	sơ
踉	lương|lượng
踊	dũng
踋	cước
踌	trù
踏	đạp
踐	tiễn
踔	xước
踖	tích
踘	cúc
踝	hoã|khoả
踞	cứ
踟	trì
踠	oản
踡	quyền
踢	thích
踣	bặc
踤	tột
踥	thiếp
踦	kỷ
踧	túc
踩	thải
踪	tung
踫	bính
踬	chí
踮	điểm
踯	trịch
踰	du
踱	đạc
踴	dũng
踵	chủng
踶	đệ
踹	soại
踼	thảng
踽	củ
蹀	điệp
蹁	biên
蹂	nhựu
蹄	đề
蹅	tra
蹇	kiển
蹈	đạo
蹉	tha
蹊	hề
蹋	đạp
蹌	thương
蹎	điên
蹏	đề
蹐	tích
蹑	niếp
蹒	bàn
蹓	lựu
蹔	tạm
蹕	tất
蹙	xúc
蹚	thang
蹜	súc
蹝	sỉ
蹟	tích
蹠	chích
蹡	thương
蹢	đích
蹣	bàn
蹤	tung
蹦	bính
蹧	tao
蹩	biệt
蹪	đồi
蹬	đặng
蹭	thặng
蹮	tiên
蹯	phiền
蹰	trù
蹲	tồn
蹴	xúc
蹵	xúc
蹶	quyết|quệ
蹺	khiêu
蹻	khiêu
蹼	phốc
蹽	liêu
蹾	đôn
蹿	thoan
躁	táo
躂	đáp
躃	tích
躄	tích
躅	trục
躇	trừ
躉	độn
躊	trù
躋	tê
躍	dược
躏	lận
躐	liệp
躑	trịch
躒	lịch
躓	chí
躔	triền
躕	trù
躗	vệ
躘	lung
躚	tiên
躜	toàn
躝	lạn
躞	tiệp
躠	tiết
躡	niếp
躣	cù
躥	thoan
躦	toàn
躧	sỉ
躩	khước
躪	lận
身	thân
躬	cung
躭	đam
躯	khu
躰	thể
躲	đoá
躳	cung
躶	loã|khoả
躺	thảng
軀	khu
軃	đả
軆	thể
車	xa
軋	yết|loát|ca
軌	quỹ
軍	quân
軏	ngột
軒	hiên
軔	nhận
軖	khuông
軘	đồn
軛	ách
軜	nạp
軟	nhuyễn
軡	linh
転	chuyển
軥	cù
軨	linh
軫	chẩn
軱	cô
軲	cô
軶	ách
軷	bạt
軸	trục
軹	chỉ
軺	diêu
軻	kha
軼	dật
軾	thức
軿	bình
輀	nhi
輂	cúc
較	giảo
輅	lộ
輇	thuyên
輈	chu
載	tải|tái
輊	chí
輒	triếp
輓	vãn
輔	phụ
輕	khinh
輗	nghê
輙	triếp
輛	lượng
輜	truy
輝	huy
輞	võng
輟	chuyết
輠	quả
輣	bành
輤	thiến
輥	cổn
輦	liễn
輩	bối
輪	luân
輫	bài
輬	lương
輭	nhuyễn
輮	nhụ
輯	tập
輳	thấu
輴	xuân
輵	cát
輶	du
輸	thâu|thua
輹	phúc
輻	phúc
輼	uân
輾	triển
輿	dư
轀	uân
轂	cốc
轄	hạt
轅	viên
轆	lộc
轇	giao
轉	chuyển|chuyến
轍	triệt
轎	kiệu
轏	sạn
轑	lảo
轒	phần
轔	lân
轕	cát
轖	sắc
轗	khảm
轘	hoàn
轙	nghĩ
轜	nhi
轝	dư
轞	hạm
轟	oanh
轡	bí
轢	lịch
轤	lô
车	xa
轧	yết|loát|ca
轨	quỹ
轩	hiên
轫	nhận
转	chuyển|chuyến
轭	ách
轮	luân
软	nhuyễn
轰	oanh
轱	cô
轲	kha
轳	lô
轴	trục
轵	chỉ
轶	dật
轸	chẩn
轹	lịch
轺	diêu
轻	khinh
轼	thức
载	tải|tái
轾	chí
轿	kiệu
辀	chu
辁	thuyên
辂	lộ
较	giảo
辄	triếp
辅	phụ
辆	lượng
辇	liễn
辈	bối
辉	huy
辊	cổn
辋	võng
辌	lương
辍	chuyết
辎	truy
辏	thấu
辐	phúc
辑	tập
辒	uân
输	thâu|thua
辔	bí
辕	viên
辖	hạt
辗	triển
辘	lộc
辙	triệt
辚	lân
辛	tân
辜	cô
辞	từ
辟	tích|tịch
辠	tội
辢	lạt
辣	lạt
辤	từ
辦	biện
辨	biện
辩	biện
辫	biện
辭	từ
辮	biện
辯	biện
辰	thìn|thần
辱	nhục
農	nông
辳	nông
辵	sước
辶	sước
边	biên
辺	biên
辽	liêu
达	đạt
迁	thiên
迂	vu
迄	hất
迅	tấn
迆	di|dĩ
过	quá|qua
迈	mại
迋	vượng
迍	truân
迎	nghênh
运	vận
近	cận
迓	nhạ
返	phản
迕	ngỗ
还	hoàn
这	giá
进	tiến
远	viễn
违	vi
连	liên
迟	trì
迢	điều
迣	sế
迤	di|dĩ
迥	quýnh
迦	ca|già
迨	đãi
迩	nhĩ
迪	địch
迫	bài|bách|bức
迭	điệt
迮	trách
述	thuật
迳	kính
迴	hồi
迶	hữu
迷	mê
迸	bính
迹	tích
迺	nãi
迻	di
追	đôi|truy
迿	tuân
退	thoái
送	tống
适	quát|thích
逃	đào
逄	bàng
逅	cấu
逆	nghịch
逈	quýnh
选	tuyển
逊	tốn
逋	bô
逌	du
逍	tiêu
透	thấu
逐	trục
逑	cầu
递	đệ
途	đồ
逕	kính
逖	thích
逗	đậu
這	giá
通	thông
逛	cuống
逝	thệ
逞	sính
速	tốc
造	tạo
逡	thuân
逢	phùng
連	liên
逦	lệ
逩	bôn
逭	hoán
逮	đãi
逯	lộc
週	chu
進	tiến
逴	trác
逵	quỳ
逶	uy
逸	dật
逹	đạt
逺	viễn
逻	la
逼	bức
逾	du
逿	đãng
遁	độn
遂	toại
遄	thuyên
遅	trì
遇	ngộ
遉	trinh
遊	du
運	vận
遍	biến
過	quá|qua
遏	át
遐	hà
遑	hoàng
遒	tù
道	đạo
達	đạt
違	vi
遗	di
遘	cấu
遙	dao
遛	lưu
遜	tốn
遝	đạp
遞	đệ
遠	viễn
遡	tố
遢	tháp
遣	khiển
遥	dao
遨	ngao
適	thích
遫	tốc
遭	tao
遮	già
遯	độn
遰	đệ
遲	trì
遴	lân
遵	tuân
遶	nhiễu
遷	thiên
選	tuyển
遹	duật
遺	di
遻	ngộ
遼	liêu
遽	cự
避	tị
邀	yêu
邁	mại
邂	giải
邃	thuý
還	hoàn
邅	chuyên
邇	nhĩ
邈	mạc
邉	biên
邊	biên
邋	lạp
邏	la
邐	lệ
邑	ấp
邓	đặng
邕	ung
邗	hàn
邘	vu
邙	mang
邛	cung
邝	quảng
邠	bân
邡	phương
邢	hình
那	na|nả
邦	bang
邧	nguyên
邨	thôn
邪	tà
邬	ổ
邮	bưu
邯	hàm
邰	thai
邱	khâu
邲	bật
邳	phi
邴	bỉnh
邵	thiệu
邶	bội
邷	ngoã
邸	để
邹	trâu
邺	nghiệp
邻	lân
邽	khuê
邾	chu
邿	thi
郁	úc|uất
郃	cáp
郄	khích
郅	chất
郇	tuân
郈	hậu
郊	giao
郎	lang
郏	giáp
郐	cối
郑	trịnh
郓	vận
郔	diên
郕	thành
郗	si
郙	phủ
郚	ngữ
郛	phu
郜	cáo
郝	hác
郞	lang
郟	giáp
郠	cánh
郡	quận
郢	dĩnh
郤	khích
郦	lịch
郧	vân
部	bộ
郪	thê
郫	bì
郭	quách
郯	đàm
郰	châu
郲	lai
郳	nghê
郴	sâm
郵	bưu
郸	đan
郹	kích
都	đô
郾	yển
郿	my
鄀	nhược
鄂	ngạc
鄄	quyến
鄅	vũ
鄆	vận
鄇	hậu
鄈	quỳ
鄉	hương
鄋	sưu
鄍	minh
鄎	tức
鄏	nhục
鄐	súc
鄑	tấn
鄒	trâu
鄔	ổ
鄕	hương
鄖	vân
鄗	hạo
鄘	dung
鄙	bỉ
鄚	mạc
鄜	phu
鄞	ngân
鄠	hộ
鄢	yên
鄣	chương
鄤	mạn
鄦	hứa
鄧	đặng
鄩	tầm
鄫	tằng
鄬	vy
鄭	trịnh
鄮	mậu
鄯	thiện
鄰	lân
鄱	bà
鄲	đan
鄴	nghiệp
鄵	tháo
鄶	cối
鄹	châu
鄺	quảng
鄾	ưu
酂	tán
酃	linh
酅	hy
酆	phong
酇	tán
酈	lịch
酉	dậu
酊	đinh|đính
酋	tù
酌	chước
配	phối
酎	trữu
酏	di
酐	can
酒	tửu
酔	tuý
酕	mao
酖	đam|trậm
酗	hú
酚	phân
酝	uấn
酞	thái
酡	đà
酢	thố|tạc
酣	hàm
酤	cô
酥	tô
酦	phát|bát
酧	thù
酩	mính
酪	lạc
酬	thù
酮	đồng
酯	chỉ
酱	tương
酲	trình
酴	đồ
酵	diếu
酶	môi
酷	khốc
酸	toan
酹	lỗi
酺	bô
酽	nghiệm
酾	si
酿	nhưỡng
醁	lục
醃	yêm
醄	đào
醅	phôi
醆	trản
醇	thuần
醉	tuý
醊	chuyết
醋	thố
醌	côn
醍	đề
醐	hồ
醑	tữ
醒	tỉnh
醓	thản
醕	thuần
醖	uấn
醚	mê
醛	thuyên
醜	xú
醝	ta
醞	uấn
醟	vinh
醡	trá
醢	hải
醣	đường
醨	ly
醪	lao
醫	y
醬	tương
醭	phốc
醮	tiếu
醯	ê
醰	đàm
醱	phát|bát
醲	nùng
醳	dịch
醴	lễ
醵	cự
醹	nhu
醺	huân
醻	thù
醼	yến
醽	linh
醾	my
釀	nhưỡng
釁	hấn
釂	tiếu
釃	si
釅	nghiệm
釆	biện
采	thái
釉	dứu
释	thích
釋	thích
里	lý
重	trùng|trọng
野	dã
量	lượng
釐	ly
金	kim
釒	kim
釓	ca
釔	ất
釕	liễu
釗	chiêu
釘	đinh|đính
釙	bộc
釜	phủ
針	châm
釢	nãi
釣	điếu
釤	sam
釦	khấu
釧	xuyến
釩	phàm
釬	hạn
釭	cang
釱	đệ
釵	thoa
釷	thổ
釹	nục
釺	thiên
鈀	bả|ba
鈁	phương
鈃	hình
鈄	đẩu
鈆	diên|duyên
鈇	phu
鈈	bất
鈉	nột
鈌	quyết
鈍	độn
鈎	câu
鈐	kiềm
鈑	bản
鈒	táp
鈔	sao
鈕	nữu
鈞	quân
鈣	cái
鈤	nhật
鈥	hoả
鈦	thái
鈧	kháng
鈮	ni
鈰	thị
鈴	linh
鈷	cổ
鈸	bạt
鈹	phi
鈺	ngọc
鈽	bố
鈾	do
鈿	điền
鉀	giáp
鉄	thiết
鉅	cự
鉈	tha
鉉	huyễn
鉊	chiêu
鉋	bào
鉍	bí
鉏	sừ
鉑	bạc
鉕	phả
鉗	kiềm
鉚	mão
鉛	duyên
鉞	việt
鉠	ương
鉢	bát
鉤	câu
鉥	thuật
鉦	chinh
鉧	mẫu
鉬	mục
鉭	đán
鉴	giám
鉶	hình
鉸	giảo
鉺	nhĩ
鉻	các
鉼	bính
鉿	cáp
銀	ngân
銃	súng
銅	đồng
銍	chí
銎	khung
銑	tiển
銓	thuyên
銕	thiết
銖	thù
銘	minh
銚	diêu|điệu
銛	tiêm
銜	hàm
銠	lão
銣	như
銤	mễ
銥	y
銦	nhân
銧	quang
銨	an
銩	đâu
銪	hữu
銫	sắc
銬	khảo
銮	loan
銱	điếu
銲	hàn
銳	nhuệ
銶	cầu
銷	tiêu
銹	tú
銻	đễ
銼	toả
銾	cống|hống
鋁	lữ
鋂	môi
鋃	lang
鋅	tân
鋆	quân
鋇	bối
鋈	ốc
鋊	dụ
鋌	đĩnh|thính
鋏	kìm
鋐	hoành
鋒	phong
鋕	chí
鋙	ngô
鋝	luyệt
鋟	tẩm
鋡	hàm
鋣	da
鋤	sừ
鋦	cư|cục
鋨	nga
鋩	mang
鋪	phô|phố
鋭	nhuệ
鋯	cáo
鋰	lý
鋱	thắc
鋸	cư|cưa
鋼	cương
錁	quả
錄	lục
錆	thương
錇	bồi
錈	quyển
錍	phê
錏	á
錐	truy
錒	a
錔	thạp
錕	côn
錘	chuỳ
錙	tri
錚	tranh
錛	bôn
錞	thuần
錟	đàm
錠	đĩnh
錡	kỹ
錢	tiền
錤	cơ
錦	cẩm
錨	miêu
錩	xương
錫	tích
錬	luyện
錮	cố
錯	thác
録	lục
錳	mãnh
錴	lục
錵	hoa
錶	biểu
錸	lai
錾	chạm
鍀	đắc
鍁	hân
鍆	môn
鍇	khải
鍉	đề
鍊	luyện
鍋	oa
鍍	độ
鍐	tông
鍔	ngạc
鍘	trát
鍚	dương
鍛	đoán
鍠	hoàng
鍤	tráp
鍥	khiết
鍩	nặc
鍪	mâu
鍫	thiêu
鍬	thiêu
鍭	hầu
鍰	hoàn
鍱	diệp
鍳	giám
鍴	đoan
鍵	kiện
鍶	tư
鍺	giả
鍼	châm
鍾	chung
鎂	mỹ
鎄	ai
鎇	my
鎊	bảng
鎋	hạt
鎌	liêm
鎍	tác
鎏	lưu
鎒	nậu
鎔	dung
鎖	toả
鎗	thương
鎘	cách
鎚	chuỳ
鎛	bác
鎝	táp
鎞	bề
鎡	tư
鎢	ô
鎣	oánh
鎤	hoảng
鎦	lưu
鎧	khải
鎩	sát
鎪	sưu
鎬	cảo|hạo
鎭	trấn
鎮	trấn
鎯	lang
鎰	dật
鎲	đảng
鎳	niết
鎵	gia
鎸	tuyên
鎿	nã
鏁	toả
鏃	thốc
鏇	tuyền
鏈	liên
鏊	ngao
鏌	mạc
鏐	lưu
鏑	đích
鏖	ao
鏗	khanh
鏘	thương
鏜	thang
鏝	man
鏞	dung
鏟	sạn
鏡	kính
鏢	tiêu
鏤	lũ
鏦	thung
鏨	chạm
鏰	băng
鏵	hoa
鏷	bộc
鏸	huệ
鏹	cường|cưỡng
鏻	lân
鏽	tú
鏾	tản
鐃	nao
鐄	hoành
鐇	phiên
鐏	tỗn
鐐	liêu
鐒	lao
鐓	đôn
鐔	đàm|tầm
鐗	giản
鐘	chung
鐙	đặng
鐝	quyết
鐠	phổ
鐦	khai
鐧	giản
鐨	phí
鐫	tuyên
鐮	liêm
鐲	trạc
鐳	lôi
鐵	thiết
鐶	hoàn
鐸	đạc
鐺	sanh|đang
鐻	cự
鐾	tý
鐿	ý
鑄	chú
鑊	hoạch
鑌	tân
鑐	tu
鑑	giám
鑒	giám
鑔	sát
鑕	chất
鑛	khoáng|quặng
鑞	lạp
鑠	thước
鑢	lự
鑣	tiêu
鑤	bào
鑥	lỗ
鑪	lò
鑫	hâm
鑭	lan
鑰	thược
鑱	sàm
鑲	tương
鑴	huề
鑵	quán
鑷	nhiếp
鑹	thoản
鑼	la
鑽	khoan|toàn|toản
鑾	loan
鑿	tạc
钁	cuốc
钂	đảng
钃	chúc
钅	kim
钆	ca
钇	ất
针	châm
钉	đinh|đính
钊	chiêu
钋	bộc
钌	liễu
钍	thổ
钎	thiên
钏	xuyến
钐	sam
钑	táp
钒	phàm
钓	điếu
钔	môn
钕	nục
钖	dương
钗	thoa
钘	hình
钙	cái
钚	bất
钛	thái
钜	cự
钝	độn
钞	sao
钟	chung
钠	nột
钡	bối
钢	cương
钣	bản
钤	kiềm
钥	thược
钦	khâm
钧	quân
钨	ô
钩	câu
钪	kháng
钫	phương
钬	hoả
钭	đẩu
钮	nữu
钯	bả|ba
钰	ngọc
钱	tiền
钲	chinh
钳	kiềm
钴	cổ
钵	bát
钷	phả
钸	bố
钹	bạt
钺	việt
钻	khoan|toàn|toản
钼	mục
钽	đán
钾	giáp
钿	điền
铀	do
铁	thiết
铂	bạc
铃	linh
铄	thước
铅	duyên
铆	mão
铇	bào
铈	thị
铉	huyễn
铊	tha
铋	bí
铌	ni
铍	phi
铎	đạc
铏	hình
铐	khảo
铑	lão
铒	nhĩ
铓	mang
铔	á
铕	hữu
铗	kìm
铘	da
铙	nao
铚	chí
铛	sanh|đang
铜	đồng
铝	lữ
铞	điếu
铟	nhân
铠	khải
铡	trát
铢	thù
铣	tiển
铤	đĩnh|thính
铥	đâu
铦	tiêm
铧	hoa
铨	thuyên
铩	sát
铪	cáp
铫	diêu|điệu
铬	các
铭	minh
铮	tranh
铯	sắc
铰	giảo
铱	y
铲	sạn
铳	súng
铵	an
银	ngân
铷	như
铸	chú
铹	lao
铺	phô|phố
铻	ngô
铼	lai
铽	thắc
链	liên
铿	khanh
销	tiêu
锁	toả
锂	lý
锄	sừ
锅	oa
锆	cáo
锇	nga
锈	tú
锉	toả
锊	luyệt
锋	phong
锌	tân
锎	khai
锏	giản
锐	nhuệ
锑	đễ
锒	lang
锓	tẩm
锔	cư|cục
锕	a
锖	thương
锗	giả
锘	nặc
错	thác
锚	miêu
锛	bôn
锜	kỹ
锝	đắc
锞	quả
锟	côn
锠	xương
锡	tích
锢	cố
锣	la
锤	chuỳ
锥	truy
锦	cẩm
锧	chất
锨	hân
锩	quyển
锫	bồi
锬	đàm
锭	đĩnh
键	kiện
锯	cư|cưa
锰	mãnh
锱	tri
锲	khiết
锴	khải
锵	thương
锶	tư
锷	ngạc
锸	tráp
锹	thiêu
锺	chung
锻	đoán
锼	sưu
锽	hoàng
锾	hoàn
锿	ai
镀	độ
镁	mỹ
镂	lũ
镃	tư
镄	phí
镅	my
镆	mạc
镇	trấn
镈	bác
镉	cách
镊	nhiếp
镋	đảng
镌	tuyên
镍	niết
镎	nã
镏	lưu
镐	cảo|hạo
镑	bảng
镒	dật
镓	gia
镔	tân
镕	dung
镖	tiêu
镗	thang
镘	man
镚	băng
镛	dung
镜	kính
镝	đích
镞	thốc
镟	tuyền
镠	lưu
镡	đàm|tầm
镢	quyết
镣	liêu
镤	bộc
镥	lỗ
镦	đôn
镧	lan
镨	phổ
镩	thoản
镪	cường|cưỡng
镫	đặng
镬	hoạch
镭	lôi
镮	hoàn
镯	trạc
镰	liêm
镱	ý
镲	sát
镳	tiêu
镴	lạp
镵	sàm
镶	tương
長	trường|trưởng
镸	trường
镻	điệt
长	trường|trưởng
門	môn
閂	soan
閃	thiểm
閆	diêm
閈	hãn
閉	bế
開	khai
閌	khang
閎	hoành
閏	nhuận
閑	nhàn
閒	gian|gián|nhàn
間	gian|gián
閔	mẫn
閗	đấu
閘	trập
閙	náo
閛	phanh
閟	bí
閡	ngại
関	quan
閣	các
閤	hợp|hạp|cáp
閥	phiệt
閦	súc
閧	hống
閨	khuê
閩	mân
閫	khổn
閬	lãng
閭	lư
閱	duyệt
閲	duyệt
閶	xương
閹	yêm
閺	văn
閻	diêm
閼	át|yên
閽	hôn
閾	vực
閿	văn
闃	khuých
闆	bản
闇	ám
闈	vi
闉	nhân
闊	khoát
闋	khuyết
闌	lan
闍	đồ|xà
闐	điền
闑	niết
闒	tháp
闓	khải
闔	hạp
闕	khuyết
闖	sấm
闘	đấu
闚	khuy
關	quan
闞	khám
闟	hấp
闠	hội
闡	xiển
闢	tịch
闤	hoàn
闥	thát
门	môn
闩	soan
闪	thiểm
闫	diêm
闬	hãn
闭	bế
问	vấn
闯	sấm
闰	nhuận
闱	vi
闲	nhàn|gian|gián
闳	hoành
间	gian|gián
闵	mẫn
闶	khang
闷	muộn
闸	trập
闹	náo
闺	khuê
闻	văn
闼	thát
闽	mân
闾	lư
闿	khải
阀	phiệt
阁	các
阂	ngại
阃	khổn
阄	cưu
阅	duyệt
阆	lãng
阇	đồ|xà
阈	vực
阉	yêm
阊	xương
阋	huých
阌	văn
阍	hôn
阎	diêm
阏	át|yên
阐	xiển
阑	lan
阒	khuých
阓	hội
阔	khoát
阕	khuyết
阖	hạp
阗	điền
阘	tháp
阙	khuyết
阚	khám
阛	hoàn
阜	phụ
阝	phụ
阞	lặc
队	đội
阡	thiên
阤	đà
阨	ách
阪	phản
阬	khanh
阮	nguyễn
阯	chỉ
阰	tỳ
阱	tỉnh
防	phòng
阳	dương
阴	âm
阵	trận
阶	giai
阹	khư
阻	trở
阼	tộ
阽	điếm
阿	a
陀	đà
陂	bi|pha
附	phụ
际	tế
陆	lục
陇	lũng
陈	trần
陉	hình
陋	lậu
陌	mạch
降	giáng|hàng
陏	tuỳ
限	hạn
陑	nhi
陔	cai
陕	thiểm
陘	hình
陛	bệ
陜	hẹp
陝	thiểm
陞	thăng
陟	trắc
陡	đẩu
院	viện
陣	trận
除	trừ
陧	niết
陨	vẫn
险	hiểm
陪	bồi
陬	tưu
陰	âm
陲	thuỳ
陳	trần
陴	bì
陵	lăng
陶	đào
陷	hãm
陸	lục
陻	nhân
陼	chử
陽	dương
陾	nhưng
陿	hiệp
隂	âm
隃	du
隄	đê
隅	ngung
隆	long
隈	ôi
隉	niết
隊	đội
隋	tuỳ
隍	hoàng
階	giai
随	tuỳ
隐	ẩn|ấn
隒	nghiệm
隔	cách
隕	vẫn
隖	ổ
隗	cao|ngỗi
隘	ải
隙	khích
際	tế
障	chướng
隞	ngao
隟	khích
隠	ẩn
隣	lân
隤	đồi
隧	toại
隨	tuỳ
隩	úc
險	hiểm
隮	tê
隰	thấp
隱	ẩn|ấn
隳	huy
隴	lũng
隶	lệ
隷	lệ
隸	lệ
隹	chuy
隻	chích
隼	chuẩn
隽	tuyến|tuấn
难	nan|nạn
雀	tước
雁	nhạn
雄	hùng
雅	nhã
集	tập
雇	cố
雉	trĩ
雊	cấu
雋	tuyến|tuấn
雌	thư
雍	ung
雎	sư
雏	sồ
雒	lạc
雕	điêu
雖	tuy
雗	hàn
雘	hoạch
雙	song
雛	sồ
雜	tạp
雝	ung
雞	kê
雟	tuỷ
雠	thù
離	ly
難	nan|nạn
雨	vũ
雩	vu
雪	tuyết
雯	văn
雰	phân
雱	bàng
雲	vân
雳	lịch
零	linh
雷	lôi
雹	bạc
電	điện
雾	vụ
需	nhu
霁	tạnh
霂	mộc
霄	tiêu
霅	tráp
霆	đình
震	chấn
霈	bái
霉	mốc
霍	hoắc
霎	siếp
霏	phi
霑	triêm
霒	âm
霓	nghê
霖	lâm
霙	anh
霛	linh
霜	sương
霝	linh
霞	hà
霡	mạch
霢	mạch
霣	vẫn
霤	lựu
霧	vụ
霨	uý
霩	khuếch
霪	dâm
霫	tập
霭	ải
霮	đạm
霰	tản
露	lộ
霸	bá
霹	phích
霽	tạnh
霾	mai
靁	lôi
靂	lịch
靄	ải
靆	đãi
靈	linh
靉	ái
靑	thanh
青	thanh
靓	tịnh|tĩnh
靖	tĩnh
静	tĩnh
靚	tịnh|tĩnh
靛	điện
靜	tĩnh
靝	thiên
非	phi
靠	kháo
靡	my|mỹ
面	diện|miến
靣	diện
靥	yếp
靦	điển
靨	yếp
革	cách
靪	đinh
靭	nhận
靮	đích
靰	ngột
靲	cầm
靳	cận
靴	ngoa
靶	bả
靷	dẫn
靸	táp
靺	mạt
靼	đát
靿	áo
鞀	đào
鞁	bị
鞃	hoành
鞄	bào
鞅	ương|ưởng
鞇	nhân
鞉	đào
鞋	hài
鞌	yên
鞍	yên
鞏	củng
鞑	thát
鞗	điều
鞘	tiếu
鞚	khống
鞝	thượng|chưởng
鞞	bỉnh
鞠	cúc
鞡	lạp
鞣	nhu
鞥	nhăng
鞦	thu
鞧	thu
鞨	hạt
鞫	cúc
鞬	kiện
鞭	tiên
鞮	đê
鞯	tiên
鞲	câu
鞴	bị
鞵	hài
鞶	bàn
鞹	khuếch
鞾	ngoa
韁	cương
韃	thát
韅	hiển
韆	thiên
韈	vạt
韉	tiên
韋	vi
韌	nhận
韍	phất
韎	muội
韓	hàn
韔	sướng
韘	nhiếp
韙	vĩ
韛	bại
韜	thao
韝	câu
韞	uẩn
韡	vĩ
韣	độc
韤	vạt
韦	vi
韧	nhận
韨	phất
韩	hàn
韪	vĩ
韫	uẩn
韬	thao
韭	cửu
韮	cửu
韱	tiêm
音	âm
韵	vận
韶	thiều
韺	anh
韻	vận
響	hưởng
頀	hộ
頁	hiệt
頂	đỉnh
頃	khuynh|khoảnh
頄	cừu
項	hạng
順	thuận
頇	han
須	tu
頊	húc
頌	tụng
頍	khuể
頎	kỳ
頏	hàng
預	dự
頑	ngoan
頒	ban
頓	đốn
頖	phán
頗	pha
領	lãnh
頜	hàm
頞	át
頟	ngạch
頠	ngỗi
頡	hiệt|kiết
頤	di
頦	cai
頫	phủ
頭	đầu
頯	quỳ
頰	giáp
頲	thỉnh
頳	trinh
頴	dĩnh
頷	hàm
頸	cảnh
頹	đồi
頻	tần
頽	đồi
顆	khoa
顇	tuỵ
顋	tai
題	đề
額	ngạch
顎	ngạc
顏	nhan
顑	kham
顒	ngung
顓	chuyên
顔	nhan
顗	ỷ
願	nguyện
顙	tảng
顚	điên
顛	điên
顜	giảng
類	loại
顢	man
顥	hạo
顦	tiều
顧	cố
顫	chiến
